scorer,spencer loggia,spencer loggia,spencer loggia,spencer loggia,spencer loggia,spencer loggia
bodyparts,bodypart1,bodypart1,bodypart2,bodypart2,bodypart3,bodypart3
coords,x,y,x,y,x,y
labeled-data\camera-2-motion_01\img0022.png,384.49522403711353,284.31243802076807,289.2951237304944,347.7791715585141,138.28806807171924,296.3492323124096
labeled-data\camera-2-motion_01\img0112.png,425.3923402218143,290.6200829809304,336.41125029921005,354.64306231548716,179.06664007021465,309.06738211122644
labeled-data\camera-2-motion_01\img0613.png,463.37207372536494,374.17549668874176,327.73016835554137,446.87955796696724,181.23691055613182,363.3241442591559
labeled-data\camera-2-motion_01\img0618.png,456.8612622676134,378.5160376605761,322.3044921407484,445.79442272400865,170.3855581265459,366.57954998803166
labeled-data\camera-2-motion_01\img0888.png,460.1166679964892,441.4538817521743,,,160.61934093991863,387.19711960424485
labeled-data\camera-2-motion_01\img1141.png,263.7071890209846,253.7254847203384,8.70040692571611,190.78764062874018,15.211218383467639,139.78628420968653
labeled-data\camera-2-motion_01\img1466.png,415.62612303518705,285.19440676613743,253.9409718343573,391.5376605760792,65.12743955956275,317.7484640548951
labeled-data\camera-2-motion_01\img2050.png,451.4355860528205,433.8579350514642,277.81394717944625,451.2200989388016,180.15177531317323,331.8552222133568
